numeroFrases;emocion;frase;idAudio
1314;Feliz;Hola, gracias por comunicarte con el servicio al cliente de Claro;60
1315;Neutral;Mi nombre es Natalia, con quien tengo el gusto y en qué podría ayudarle hoy;60
1316;Neutral;Hablas con Miguel y quiero actualizar mi plan de televisión porque quiero ver todos los partidos de fútbol;60
1317;Feliz;Claro que sí, Miguel;60
1318;Neutral;¿Podrías por favor darme tu nombre completo y tu número de documento para validar la información? Por supuesto;60
1319;Neutral;Mi nombre es Miguel Pérez Marín y el número de documento es 32404;60
1320;Feliz;Vale, señor Miguel;60
1321;Neutral;Un momento, por favor;60
1322;Neutral;Vamos a validar esos datos;60
1323;Neutral;Ok, señor Miguel;60
1324;Neutral;Entonces, según sus datos validados y lo que me arroja aquí en el sistema es que podemos ofrecerle un plan premium por un valor de 100 mil pesos mensuales;60
1325;Neutral;Quedaría usted con todos los canales, con todo el servicio premium que le ofrece la compañía;60
1326;Neutral;Y ahí puede ver;60
1327;Neutral;Y también puede ver los partidos, diferentes deportes, cualquier canal de televisión que usted desee;60
1328;Neutral;¿Quisiera usted aceptar este plan? Si quiero aceptar ese plan premium y por favor, ¿podría usted enviarme la información del nuevo plan a mi celular? Porque es que después a mí se me olvida esa información;60
1329;Feliz;Sí, claro que sí;60
1330;Neutral;¿Podría por favor darme el número de su celular para hacerle llegar la información? Sí, señora;60
1331;Neutral;Mi número de celular es 412826;60
1332;Neutral;Ok, señor Miguel;60
1333;Neutral;Entonces, en un momento le voy a enviar la información y eso sería todo;60
1334;Neutral;Ok, señor Miguel;60
1335;Neutral;Entonces, en un momento le voy a enviar la información y eso sería todo;60
1336;Feliz;Muchísimas gracias por su ayuda;60
1337;Feliz;Es usted muy amable;60
1329;Feliz;Sí, claro que sí;60
1330;Neutral;¿Podría por favor darme el número de su celular para hacerle llegar la información? Sí, señora;60
1331;Neutral;Mi número de celular es 412826;60
1332;Neutral;Ok, señor Miguel;60
1333;Neutral;Entonces, en un momento le voy a enviar la información y eso sería todo;60
1334;Neutral;Ok, señor Miguel;60
1335;Neutral;Entonces, en un momento le voy a enviar la información y eso sería todo;60
1336;Feliz;Muchísimas gracias por su ayuda;60
1337;Feliz;Es usted muy amable;60
1329;Feliz;Sí, claro que sí;60
1330;Neutral;¿Podría por favor darme el número de su celular para hacerle llegar la información? Sí, señora;60
1331;Neutral;Mi número de celular es 412826;60
1332;Neutral;Ok, señor Miguel;64
1333;Neutral;Entonces, en un momento le voy a enviar la información y eso sería todo;60
1334;Neutral;Ok, señor Miguel;63
1335;Neutral;Entonces, en un momento le voy a enviar la información y eso sería todo;60
1336;Feliz;Muchísimas gracias por su ayuda;62
1337;Feliz;Es usted muy amable;61
